         3094082 function calls (3033718 primitive calls) in 4.473 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 libmpf.py:987(mpf_rdiv_int)
        1    0.000    0.000    0.000    0.000 facts.py:380(FactRules)
        1    0.000    0.000    0.000    0.000 rcode.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:324(DateGroupItem)
        1    0.000    0.000    0.000    0.000 marker.py:55(DataPoint)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1598(_avg_pool)
        1    0.000    0.000    0.000    0.000 lapack.py:884(get_lapack_funcs)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:574(Swin3D_B_Weights)
        7    0.000    0.000    0.000    0.000 symbolic_helper.py:1084(_interpolate_helper)
       10    0.000    0.000    0.000    0.000 __init__.py:3400(add_command)
        1    0.000    0.000    0.000    0.000 trigonometry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 single.py:42(SingleODEProblem)
        1    0.000    0.000    0.000    0.000 curve.py:1(<module>)
        5    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 ssl.py:782(SSLObject)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:49(GradScaler)
        1    0.000    0.000    0.005    0.005 _external_properties.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:89(Dispatcher)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:143(__int__)
        1    0.000    0.000    0.000    0.000 resnet.py:356(ResNet50_Weights)
        1    0.000    0.000    0.007    0.007 _3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 custom.py:20(CustomChartsheetView)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:1147(_MakefxTracer)
        1    0.000    0.000    0.000    0.000 label.py:74(DataLabel)
        1    0.000    0.000    0.000    0.000 transforms.py:1851(RandomInvert)
        1    0.000    0.000    0.000    0.000 importtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:2806(One)
        4    0.000    0.000    0.000    0.000 inspect.py:1279(getsource)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        4    0.000    0.000    0.000    0.000 ctx_iv.py:43(__new__)
        1    0.000    0.000    0.000    0.000 phototour.py:1(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:436(_interpolate)
       30    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 dul.py:46(DULServiceProvider)
        1    0.000    0.000    0.000    0.000 title.py:25(Title)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 country211.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:359(_mpc)
       10    0.000    0.000    0.000    0.000 gaussiandomains.py:25(new)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2573(atan)
        1    0.000    0.000    0.000    0.000 repmatrix.py:546(MutableRepMatrix)
        1    0.000    0.000    0.000    0.000 regnet.py:461(RegNet_Y_800MF_Weights)
        1    0.000    0.000    0.000    0.000 dimensions.py:256(SheetFormatProperties)
        1    0.000    0.000    0.000    0.000 jiterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _address.py:12(Address)
        1    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
       25    0.000    0.000    0.000    0.000 symbolic_helper.py:655(_block_list_in_opset)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3275(bind_partial)
        1    0.000    0.000    0.000    0.000 effect.py:317(ReflectionEffect)
        1    0.000    0.000    0.000    0.000 _fuser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
        1    0.000    0.000    0.000    0.000 {method 'convert2' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 tokenizer.py:324(Token)
        1    0.000    0.000    0.000    0.000 _pytree.py:667(TreeSpec)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omniglot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
        8    0.000    0.000    0.000    0.000 sympify.py:68(_is_numpy_instance)
        1    0.000    0.000    0.000    0.000 raft.py:699(Raft_Small_Weights)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctk_canvas.py:6(CTkCanvas)
        1    0.000    0.000    0.000    0.000 _read_only.py:1(<module>)
        1    0.000    0.000    0.000    0.000 effect.py:376(EffectList)
       13    0.000    0.000    0.000    0.000 _conversions.py:40(_make_conversion_method)
       21    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:4861(_one_hidden_rnn)
        1    0.000    0.000    0.000    0.000 poolers.py:230(MultiScaleRoIAlign)
        1    0.000    0.000    0.000    0.000 regnet.py:505(RegNet_Y_1_6GF_Weights)
        1    0.000    0.000    0.000    0.000 __init__.py:2208(info)
        1    0.000    0.000    0.000    0.000 fill.py:197(GradientFillProperties)
        1    0.000    0.000    0.000    0.000 mock.py:2219(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 _guards.py:81(GuardSource)
        1    0.000    0.000    0.001    0.001 _custom_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:28(profile)
        3    0.000    0.000    0.002    0.001 extension.py:87(_load_library)
        1    0.000    0.000    0.000    0.000 _data.py:20(_data_matrix)
        1    0.000    0.000    0.000    0.000 bessel.py:1289(AiryBase)
        1    0.000    0.000    0.000    0.000 permutation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:460(__call__)
        1    0.000    0.000    0.000    0.000 record.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouping.py:145(GrouperIterDataPipe)
        1    0.000    0.000    0.000    0.000 rcode.py:78(RCodePrinter)
        1    0.000    0.000    0.000    0.000 pdu_primitives.py:1662(SOPClassCommonExtendedNegotiation)
        1    0.000    0.000    0.000    0.000 pdu_items.py:767(PresentationContextItemAC)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:646(OrtBackendOptions)
        1    0.000    0.000    0.000    0.000 trendline.py:23(TrendlineLabel)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler_util.py:398(FormattedTimesMixin)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:3430(_unsupported_dropout)
        1    0.000    0.000    0.000    0.000 _osx_support.py:86(_get_system_version)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 differential.py:19(DifferentialStyle)
        1    0.000    0.000    0.000    0.000 cache.py:277(OLAPKPI)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:693(LOBPCG)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:38(ivmpf)
        1    0.000    0.000    0.000    0.000 glsl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 line.py:50(LinearEntity)
        1    0.000    0.000    0.000    0.000 matplotlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 guards.py:1967(PyExprCSEPass)
        1    0.000    0.000    0.000    0.000 lists.py:34(BaseListVariable)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:11(SpectralNorm)
        1    0.000    0.000    0.000    0.000 out_dtype.py:47(__init__)
        3    0.000    0.000    0.000    0.000 operations.py:108(_from_args)
        1    0.000    0.000    0.000    0.000 realfield.py:46(__init__)
        1    0.000    0.000    0.000    0.000 base_backend.py:49(Plot)
        1    0.000    0.000    0.000    0.000 resnet.py:197(VideoResNet)
        6    0.000    0.000    0.000    0.000 filereader.py:1044(__getattr__)
        1    0.000    0.000    0.000    0.000 radar_chart.py:1(<module>)
        1    0.000    0.000    0.001    0.001 polyoptions.py:392(Domain)
       76    0.000    0.000    0.000    0.000 _jit_internal.py:1119(__getitem__)
        8    0.000    0.000    0.000    0.000 ctx_iv.py:30(convert_mpf_)
        9    0.000    0.000    0.000    0.000 scaling_tracker.py:19(get_widget_scaling)
        1    0.000    0.000    0.000    0.000 grad_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _beartype.py:40(RuntimeTypeCheckState)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:469(__new__)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:12(Multinomial)
        1    0.000    0.000    0.000    0.000 inception.py:28(Inception3)
        1    0.000    0.000    0.000    0.000 googlenet.py:109(GoogLeNet_QuantizedWeights)
        2    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
        2    0.000    0.000    0.000    0.000 weakref.py:152(__contains__)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 gdcm.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cElementTree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cell_range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:454(OrderedSet)
        3    0.000    0.000    0.000    0.000 c10d_logger.py:89(_time_logger)
        1    0.000    0.000    0.000    0.000 join.py:107(Join)
        1    0.000    0.000    0.000    0.000 __init__.py:4096(__init__)
        1    0.000    0.000    0.000    0.000 fer2013.py:1(<module>)
        1    0.000    0.000    0.000    0.000 alexnet.py:55(AlexNet_Weights)
        1    0.000    0.000    0.000    0.000 complexfield.py:14(ComplexField)
        1    0.000    0.000    0.000    0.000 fields.py:286(FracElement)
       24    0.000    0.000    0.000    0.000 ctk_segmented_button.py:318(cget)
        5    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 complexfield.py:63(dtype)
        1    0.000    0.000    0.000    0.000 fileinput.py:1(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ttk.py:79(_format_mapdict)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:58(FakeQuantizeBase)
       39    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        2    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 export_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:293(BackwardHookVariable)
        1    0.000    0.000    0.000    0.000 bar_chart.py:64(BarChart)
        1    0.000    0.000    0.001    0.001 series_factory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 record.py:34(Record)
        1    0.000    0.000    0.000    0.000 __init__.py:2164(_TritonLibrary)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1816(OneCycleLR)
        1    0.000    0.000    0.000    0.000 beta_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        7    0.000    0.000    0.000    0.000 Image.py:885(load)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        8    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 fileopener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structured.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:60(GenerationTracker)
        3    0.000    0.000    0.000    0.000 ttk.py:58(_mapdict_values)
        1    0.000    0.000    0.000    0.000 bar_chart.py:33(_BarChartBase)
        1    0.000    0.000    0.000    0.000 web.py:63(WebPublishing)
        1    0.000    0.000    0.000    0.000 container.py:549(ParameterList)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 read_only.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weight_norm.py:11(WeightNorm)
        1    0.000    0.000    0.000    0.000 ratsimp.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _adapters.py:41(__new__)
        1    0.000    0.000    0.000    0.000 cell_style.py:33(StyleArray)
        1    0.000    0.000    0.000    0.000 _decorator.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       26    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 tokens.py:173(SSOTokenProvider)
        1    0.000    0.000    0.000    0.000 transforms.py:214(_InverseTransform)
        1    0.000    0.000    0.000    0.000 linear.py:10(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 regnet.py:952(RegNet_X_1_6GF_Weights)
        4    0.000    0.000    0.002    0.000 __init__.py:856(distribution)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 single.py:1687(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imopen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pdu_items.py:2962(UserIdentitySubItemRQ)
        1    0.000    0.000    0.000    0.000 filters.py:57(SortState)
        1    0.000    0.000    0.000    0.000 legend.py:1(<module>)
        1    0.000    0.000    0.006    0.006 fakedata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vision.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resnet.py:639(Wide_ResNet101_2_Weights)
        1    0.000    0.000    0.000    0.000 resnet.py:399(ResNet101_Weights)
        6    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 fills.py:171(GradientFill)
