         3094082 function calls (3033718 primitive calls) in 4.473 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mnasnet.py:242(MNASNet0_75_Weights)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        5    0.000    0.000    0.000    0.000 filewriter.py:1158(__getattr__)
        1    0.000    0.000    0.000    0.000 filters.py:232(StringFilter)
        1    0.000    0.000    0.000    0.000 storage.py:350(UntypedStorage)
        3    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
        1    0.000    0.000    0.001    0.001 ImageEnhance.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _artifact_content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _edge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:761(harmonic)
        1    0.000    0.000    0.000    0.000 hyper.py:796(HyperRep)
        1    0.000    0.000    0.000    0.000 resume_execution.py:288(ResumeFunctionMetadata)
        1    0.000    0.000    0.000    0.000 dicts.py:364(SetVariable)
        1    0.000    0.000    0.000    0.000 retinanet.py:684(RetinaNet_ResNet50_FPN_Weights)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        6    0.000    0.000    0.000    0.000 __init__.py:637(path)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 compress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regions.py:424(EndpointResolverBuiltins)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:119(AbsoluteAnchor)
        8    0.000    0.000    0.000    0.000 __init__.py:8(parameterized)
        1    0.000    0.000    0.000    0.000 conv.py:798(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 transforms.py:45(Transform)
        1    0.000    0.000    0.000    0.000 _rectangle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1734(RealInterval)
        1    0.000    0.000    0.000    0.000 complexes.py:446(Abs)
        1    0.000    0.000    0.000    0.000 complexes.py:20(re)
        1    0.000    0.000    0.000    0.000 misc.py:639(GetAttrVariable)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:149(ShuffleNet_V2_X1_0_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 import_files_dialog.py:13(ImportFilesDialog)
        1    0.000    0.000    0.000    0.000 query_retrieve_import.py:30(QueryView)
        1    0.000    0.000    0.000    0.000 connection.py:538(HTTPSConnection)
       24    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 dyld.py:44(dyld_image_suffix)
        1    0.000    0.000    0.000    0.000 print_settings.py:99(PrintTitles)
        1    0.000    0.000    0.000    0.000 area_chart.py:55(AreaChart)
        1    0.000    0.000    0.000    0.000 properties.py:20(GroupShapeProperties)
        7    0.000    0.000    0.000    0.000 symbolic_opset11.py:344(_interpolate)
        1    0.000    0.000    0.000    0.000 filelister.py:14(FileListerIterDataPipe)
        1    0.000    0.000    0.000    0.000 builder.py:200(GraphArg)
        1    0.000    0.000    0.003    0.003 pylibjpeg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:11(Pareto)
        1    0.000    0.000    0.000    0.000 video_reader.py:47(VideoReader)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:368(Color3DLUT)
        1    0.000    0.000    0.000    0.000 _version_control_details.py:15(VersionControlDetails)
        1    0.000    0.000    0.001    0.001 _replacement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:1(<module>)
        1    0.000    0.000    0.000    0.000 series.py:2180(ImplicitSeries)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:702(Swin_B_Weights)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:543(Swin3D_S_Weights)
        3    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 valuerep.py:1294(IS)
        1    0.000    0.000    0.000    0.000 lexer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:18(Geometric)
        1    0.000    0.000    0.000    0.000 normalization.py:6(LayerNorm)
        1    0.000    0.000    0.000    0.000 quasirandom.py:6(SobolEngine)
        1    0.000    0.000    0.000    0.000 sparse.py:50(EmbeddingBag)
        1    0.000    0.000    0.001    0.001 _address.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:127(update)
        1    0.000    0.000    0.000    0.000 squeezenet.py:124(SqueezeNet1_0_Weights)
        1    0.000    0.000    0.000    0.000 filters.py:123(DynamicFilter)
        1    0.000    0.000    0.000    0.000 filters.py:355(Filters)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 densenet.py:287(DenseNet161_Weights)
        7    0.000    0.000    0.000    0.000 __init__.py:10(is_available)
        3    0.000    0.000    0.000    0.000 _stats.py:15(count)
        1    0.000    0.000    0.006    0.006 _code_flow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:708(AffineTransform)
        1    0.000    0.000    0.000    0.000 _compatibility.py:1(<module>)
       10    0.000    0.000    0.000    0.000 functional_tensor.py:35(_conversion_method_template)
        4    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 _serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:118(addHandler)
        1    0.000    0.000    0.000    0.000 linear.py:18(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 caltech.py:12(Caltech101)
        1    0.000    0.000    0.001    0.001 _artifact_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:151(ivmpc)
        1    0.000    0.000    0.000    0.000 gmpyintegerring.py:14(GMPYIntegerRing)
        1    0.000    0.000    0.000    0.000 gmpyintegerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:1256(expint)
        1    0.000    0.000    0.000    0.000 error_functions.py:464(erfi)
        1    0.000    0.000    0.000    0.000 sets.py:1461(Intersection)
        1    0.000    0.000    0.000    0.000 tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:215(ShuffleNet_V2_X1_0_Weights)
        1    0.000    0.000    0.000    0.000 resnet.py:342(MC3_18_Weights)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:10(LaplacianNd)
        1    0.000    0.000    0.000    0.000 transfer_syntaxes_dialog.py:13(TransferSyntaxesDialog)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:725(PngImageFile)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:200(crc)
       28    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        2    0.000    0.000    0.000    0.000 relation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stack_frame.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _message.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _stack.py:1(<module>)
        6    0.000    0.000    0.000    0.000 quadrature.py:21(__init__)
        5    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:4157(__init__)
        1    0.000    0.000    0.000    0.000 views.py:17(Pane)
        1    0.000    0.000    0.000    0.000 cache.py:717(RangeSet)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:18(_Dirichlet)
        1    0.000    0.000    0.000    0.000 combining.py:403(_DemultiplexerIterDataPipe)
        1    0.000    0.000    0.000    0.000 _guards.py:562(CompileContext)
        1    0.000    0.000    0.000    0.000 sbu.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _reporting_descriptor_reference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _translation_metadata.py:1(<module>)
       12    0.000    0.000    0.000    0.000 domain.py:462(of_type)
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fcos.py:655(FCOS_ResNet50_FPN_Weights)
        1    0.000    0.000    0.000    0.000 symbolic.py:45(Op)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 pdu_primitives.py:1390(SCP_SCU_RoleSelectionNegotiation)
        1    0.000    0.000    0.000    0.000 xmlfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyio.py:315(IOBase)
        8    0.000    0.000    0.000    0.000 plistlib.py:209(add_object)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rules.py:23(_NodeMissingOnnxShapeInference)
        1    0.000    0.000    0.000    0.000 facts.py:75(transitive_closure)
        1    0.000    0.000    0.000    0.000 logic.py:223(Logic)
        1    0.000    0.000    0.000    0.000 polynomialring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:35(IdentityFunction)
        1    0.000    0.000    0.000    0.000 efficientnet.py:511(EfficientNet_B2_Weights)
        1    0.000    0.000    0.000    0.000 fcn.py:81(FCN_ResNet101_Weights)
        1    0.000    0.000    0.000    0.000 fill.py:373(TileInfoProperties)
        1    0.000    0.000    0.000    0.000 updown_bars.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:766(_copy_to_script_wrapper)
        1    0.000    0.000    0.000    0.000 usps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 funcname_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weibull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _web_response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 series.py:1978(ParametricSurfaceSeries)
        1    0.000    0.000    0.000    0.000 _collections.py:84(__init__)
        1    0.000    0.000    0.000    0.000 serialisable.py:24(Serialisable)
        1    0.000    0.000    0.000    0.000 channelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:393(Subset)
        1    0.000    0.000    0.000    0.000 rnn.py:264(LSTM)
        1    0.000    0.000    0.000    0.000 conv_relu.py:122(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 parametrizations.py:368(_SpectralNorm)
        1    0.000    0.000    0.001    0.001 _region.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ctx_base.py:458(memoize)
        1    0.000    0.000    0.000    0.000 boolalg.py:455(BooleanFunction)
        1    0.000    0.000    0.000    0.000 error_functions.py:1809(Si)
        1    0.000    0.000    0.000    0.000 modules.py:204(Module)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:237(ShuffleNet_V2_X1_5_Weights)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        8    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 function.py:33(FunctionCtx)
        1    0.000    0.000    0.000    0.000 categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 ttk.py:363(map)
        1    0.000    0.000    0.000    0.000 transforms.py:581(RandomCrop)
        1    0.000    0.000    0.000    0.000 sun397.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:47(LoggingTensor)
        1    0.000    0.000    0.000    0.000 resnet.py:261(ResNeXt101_64X4D_QuantizedWeights)
       12    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 imagenette.py:11(Imagenette)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:727(Swin_V2_T_Weights)
       28    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:67(MobileNetV2)
        1    0.000    0.000    0.000    0.000 paginate.py:187(PageIterator)
        1    0.000    0.000    0.000    0.000 adamw.py:30(AdamW)
        2    0.000    0.000    0.000    0.000 quant_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:1399(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 _version_control_details.py:1(<module>)
        1    0.000    0.000    0.000    0.000 efficientnet.py:535(EfficientNet_B3_Weights)
        1    0.000    0.000    0.000    0.000 resnet.py:334(ResNet34_Weights)
        1    0.000    0.000    0.000    0.000 vision_transformer.py:160(VisionTransformer)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pdu_items.py:1799(ImplementationVersionNameSubItem)
        1    0.000    0.000    0.000    0.000 paginator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recognition.py:49(ListDataset)
        1    0.000    0.000    0.000    0.000 pdb.py:166(_ModuleTarget)
        1    0.000    0.000    0.000    0.000 __init__.py:450(SymFloat)
        1    0.000    0.000    0.000    0.000 gamma.py:16(Gamma)
        1    0.000    0.000    0.000    0.000 exponential.py:12(Exponential)
        1    0.000    0.000    0.000    0.000 sparse.py:10(Embedding)
        1    0.000    0.000    0.000    0.000 shape_prop.py:72(ShapeProp)
        1    0.000    0.000    0.000    0.000 collection.py:263(CollectionManager)
        1    0.000    0.000    0.000    0.000 stanford_cars.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _config_module.py:27(ConfigModuleInstance)
        1    0.000    0.000    0.000    0.000 numbers.py:2198(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 polyoptions.py:16(Option)
        1    0.000    0.000    0.000    0.000 sets.py:1284(Union)
        1    0.000    0.000    0.000    0.000 dicts.py:720(CustomizedDictVariable)
        4    0.000    0.000    0.000    0.000 higher_order_ops.py:42(deco)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:13(BackboneWithFPN)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        2    0.000    0.000    0.000    0.000 features.py:76(check_codec)
        1    0.000    0.000    0.000    0.000 external.py:29(ExternalCell)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:125(ObserverBase)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widerface.py:14(WIDERFace)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2343(acos)
        1    0.000    0.000    0.000    0.000 mnasnet.py:267(MNASNet1_0_Weights)
        1    0.000    0.000    0.000    0.000 transfer_syntaxes_dialog.py:1(<module>)
        3    0.000    0.000    0.001    0.000 sysconfig.py:734(get_config_var)
        4    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        7    0.000    0.000    0.000    0.000 plistlib.py:273(end_string)
        1    0.000    0.000    0.000    0.000 hub.py:132(_get_torch_home)
        1    0.000    0.000    0.000    0.000 transforms.py:847(RandomResizedCrop)
        1    0.000    0.000    0.000    0.000 lfw.py:95(LFWPeople)
        1    0.000    0.000    0.000    0.000 mnasnet.py:288(MNASNet1_3_Weights)
        1    0.000    0.000    0.000    0.000 __init__.py:2462(Pack)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 module.py:57(_WrappedHook)
        3    0.000    0.000    0.000    0.000 mock.py:305(__getattr__)
        1    0.000    0.000    0.000    0.000 _logical_location.py:12(LogicalLocation)
        4    0.000    0.000    0.000    0.000 libmpf.py:454(to_float)
        1    0.000    0.000    0.000    0.000 _logical_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:2071(Subs)
        1    0.000    0.000    0.000    0.000 egyptian_fraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1548(TorchPatcher)
        1    0.000    0.000    0.000    0.000 lists.py:412(SizeVariable)
        1    0.000    0.000    0.000    0.000 ssdlite.py:187(SSDLite320_MobileNet_V3_Large_Weights)
        1    0.000    0.000    0.000    0.000 mvit.py:634(MViT_V2_S_Weights)
        1    0.000    0.000    0.000    0.000 _osx_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 distributed.py:225(_BufferCommHookLocation)
        2    0.000    0.000    0.194    0.097 custom_ops.py:26(custom_op)
        1    0.000    0.000    0.000    0.000 conv_fused.py:592(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 pcam.py:10(PCAM)
        1    0.000    0.000    0.000    0.000 convnext.py:249(ConvNeXt_Base_Weights)
        4    0.000    0.000    0.000    0.000 gaussiandomains.py:54(__neg__)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2110(asin)
        1    0.000    0.000    0.000    0.000 ideals.py:7(Ideal)
        1    0.000    0.000    0.000    0.000 config.py:427(decide_compile_threads)
        1    0.000    0.000    0.000    0.000 current_scope_id.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssd.py:28(SSD300_VGG16_Weights)
        1    0.000    0.000    0.000    0.000 aws_cognito_dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timer.py:13(Timer)
       16    0.000    0.000    0.000    0.000 utils.py:123(__init__)
        1    0.000    0.000    0.000    0.000 updown_bars.py:12(UpDownBars)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        5    0.000    0.000    0.000    0.000 assume.py:305(__new__)
        1    0.000    0.000    0.001    0.001 mathieu_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:362(MaskRCNN_ResNet50_FPN_Weights)
       15    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 import_studies_dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:251(TupleCache)
        1    0.000    0.000    0.000    0.000 model.py:239(_TorchDispatchModeKey)
        1    0.000    0.000    0.000    0.000 _result_provenance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decompogen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vision_transformer.py:430(ViT_B_32_Weights)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        1    0.000    0.000    0.000    0.000 utils.py:2603(S3ControlEndpointSetter)
        1    0.000    0.000    0.000    0.000 endpoint.py:77(Endpoint)
        1    0.000    0.000    0.000    0.000 model.py:50(Shape)
        1    0.000    0.000    0.000    0.000 pagebreak.py:35(RowBreak)
        1    0.000    0.000    0.000    0.000 text.py:19(RichText)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:354(_reduce_op)
        2    0.000    0.000    0.000    0.000 _ops.py:1047(__call__)
        1    0.000    0.000    0.000    0.000 importer.py:29(Importer)
        1    0.000    0.000    0.000    0.000 objtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:183(ConvTranspose1d)
        1    0.000    0.000    0.001    0.001 rng_prims.py:151(register_run_and_save_rng_state_op)
        1    0.000    0.000    0.000    0.000 _result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:3432(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complexfield.py:46(__init__)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1572(ReciprocalTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 error_functions.py:2364(fresnels)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:199(ExprWithLimits)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:340(MobileNet_V3_Small_Weights)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:262(ShuffleNet_V2_X2_0_Weights)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:777(Swin_V2_B_Weights)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        1    0.000    0.000    0.000    0.000 pdu_primitives.py:1539(SOPClassExtendedNegotiation)
        1    0.000    0.000    0.000    0.000 scaling_tracker.py:101(add_window)
        1    0.000    0.000    0.000    0.000 xmlfile.py:16(_FakeIncrementalFileWriter)
       11    0.000    0.000    0.000    0.000 nested.py:95(from_tree)
        1    0.000    0.000    0.000    0.000 table.py:448(ConditionalFormat)
        1    0.000    0.000    0.000    0.000 cache.py:797(CacheSource)
        1    0.000    0.000    0.000    0.000 surface_chart.py:78(SurfaceChart3D)
        1    0.000    0.000    0.000    0.000 types.py:46(Storage)
        1    0.000    0.000    0.000    0.000 swa_utils.py:342(SWALR)
        1    0.000    0.000    0.000    0.000 _pyio.py:1478(FileIO)
        1    0.000    0.000    0.000    0.000 linear_relu.py:13(LinearReLU)
        1    0.000    0.000    0.000    0.000 eurosat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tool_component_reference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:159(OrtOperatorSupport)
        1    0.000    0.000    0.000    0.000 field.py:1(<module>)
        1    0.000    0.000    0.000    0.000 efficientnet.py:715(EfficientNet_V2_L_Weights)
        1    0.000    0.000    0.000    0.000 rnn.py:179(LSTMCell)
       15    0.000    0.000    0.000    0.000 _exposed_in.py:10(exposed_in)
        1    0.000    0.000    0.000    0.000 _rectangle.py:12(Rectangle)
       22    0.000    0.000    0.000    0.000 symbol.py:785(<genexpr>)
        1    0.000    0.000    0.000    0.000 logging_levels_dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:364(SeriesAxis)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:119(joinuser)
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 table.py:44(TableStyle)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 overrides.py:364(get_default_nowrap_functions)
        1    0.000    0.000    0.000    0.000 deterministic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:47(Variant)
        1    0.000    0.000    0.000    0.000 glob_group.py:8(GlobGroup)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3789(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 sbd.py:13(SBDataset)
        1    0.000    0.000    0.000    0.000 _infra.py:65(Rule)
        1    0.000    0.000    0.000    0.000 voc.py:164(VOCDetection)
        1    0.000    0.000    0.000    0.000 convnext.py:269(ConvNeXt_Large_Weights)
        1    0.000    0.000    0.000    0.000 numbers.py:3512(NumberSymbol)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:12(GMPYRationalField)
        1    0.000    0.000    0.000    0.000 fancysets.py:291(ImageSet)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:42(interval)
        1    0.000    0.000    0.000    0.000 dicts.py:455(DictView)
        1    0.000    0.000    0.000    0.000 efficientnet.py:685(EfficientNet_V2_M_Weights)
        1    0.000    0.000    0.000    0.000 format.py:300(_BaseReaderWriter)
        1    0.000    0.000    0.000    0.000 filters.py:430(AutoFilter)
        1    0.000    0.000    0.000    0.000 table.py:612(PageField)
        3    0.000    0.000    0.000    0.000 utils.py:480(union)
       21    0.000    0.000    0.000    0.000 _script.py:981(_make_fail)
        1    0.000    0.000    0.000    0.000 conv.py:588(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 dtd.py:11(DTD)
        1    0.000    0.000    0.000    0.000 svhn.py:12(SVHN)
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1809(_reduce_op_symbolic_helper)
        1    0.000    0.000    0.000    0.000 test_operators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vgg.py:137(VGG11_BN_Weights)
        1    0.000    0.000    0.000    0.000 resnet.py:362(R2Plus1D_18_Weights)
        1    0.000    0.000    0.000    0.000 page.py:123(PrintOptions)
        1    0.000    0.000    0.000    0.000 sdpa.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 cache.py:560(FieldGroup)
        1    0.000    0.000    0.000    0.000 custom.py:191(CustomPropertyList)
        1    0.000    0.000    0.000    0.000 record.py:61(RecordList)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:1474(_set_default)
        3    0.000    0.000    0.000    0.000 utils.py:475(copy)
        1    0.000    0.000    0.000    0.000 abstract_impl.py:118(AbstractImplCtx)
        1    0.000    0.000    0.000    0.000 transforms.py:401(IndependentTransform)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callable.py:174(CollatorIterDataPipe)
        2    0.000    0.000    0.000    0.000 _dill.py:1239(save_dict_view)
        1    0.000    0.000    0.000    0.000 _property_bag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importtools.py:14(__sympy_debug)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:508(SwinTransformer)
        1    0.000    0.000    0.000    0.000 comptime.py:24(ComptimeVar)
        1    0.000    0.000    0.000    0.000 efficientnet.py:61(MBConvConfig)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:192(ShuffleNet_V2_X2_0_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 resnet.py:25(Conv3DSimple)
       11    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method psutil._psutil_posix.getpagesize}
        1    0.000    0.000    0.000    0.000 fields.py:218(Boolean)
        1    0.000    0.000    0.000    0.000 views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        1    0.000    0.000    0.000    0.000 conv.py:1120(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 pointers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:630(CategoryDict)
        1    0.000    0.000    0.000    0.000 _suppression.py:12(Suppression)
        1    0.000    0.000    0.000    0.000 _dia.py:19(_dia_base)
        1    0.000    0.000    0.000    0.000 numbers.py:4368(_register_classes)
        1    0.000    0.000    0.000    0.000 bessel.py:1316(airyai)
        1    0.000    0.000    0.000    0.000 equality.py:161(GreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 series.py:1861(SurfaceOver2DRangeSeries)
